"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_001MA","B25070_001EA","B25070_002E","B25070_002M","B25070_002MA","B25070_002EA","B25070_003E","B25070_003EA","B25070_003M","B25070_003MA","B25070_004E","B25070_004M","B25070_004MA","B25070_004EA","B25070_005E","B25070_005EA","B25070_005M","B25070_005MA","B25070_006E","B25070_006M","B25070_006MA","B25070_006EA","B25070_007E","B25070_007M","B25070_007MA","B25070_007EA","B25070_008E","B25070_008M","B25070_008MA","B25070_008EA","B25070_009E","B25070_009EA","B25070_009M","B25070_009MA","B25070_010E","B25070_010M","B25070_010MA","B25070_010EA","B25070_011E","B25070_011M","B25070_011MA","B25070_011EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than 10.0 percent","Margin of Error!!Total!!Less than 10.0 percent","Annotation of Margin of Error!!Total!!Less than 10.0 percent","Annotation of Estimate!!Total!!Less than 10.0 percent","Estimate!!Total!!10.0 to 14.9 percent","Annotation of Estimate!!Total!!10.0 to 14.9 percent","Margin of Error!!Total!!10.0 to 14.9 percent","Annotation of Margin of Error!!Total!!10.0 to 14.9 percent","Estimate!!Total!!15.0 to 19.9 percent","Margin of Error!!Total!!15.0 to 19.9 percent","Annotation of Margin of Error!!Total!!15.0 to 19.9 percent","Annotation of Estimate!!Total!!15.0 to 19.9 percent","Estimate!!Total!!20.0 to 24.9 percent","Annotation of Estimate!!Total!!20.0 to 24.9 percent","Margin of Error!!Total!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total!!20.0 to 24.9 percent","Estimate!!Total!!25.0 to 29.9 percent","Margin of Error!!Total!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total!!25.0 to 29.9 percent","Annotation of Estimate!!Total!!25.0 to 29.9 percent","Estimate!!Total!!30.0 to 34.9 percent","Margin of Error!!Total!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total!!30.0 to 34.9 percent","Annotation of Estimate!!Total!!30.0 to 34.9 percent","Estimate!!Total!!35.0 to 39.9 percent","Margin of Error!!Total!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total!!35.0 to 39.9 percent","Annotation of Estimate!!Total!!35.0 to 39.9 percent","Estimate!!Total!!40.0 to 49.9 percent","Annotation of Estimate!!Total!!40.0 to 49.9 percent","Margin of Error!!Total!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total!!40.0 to 49.9 percent","Estimate!!Total!!50.0 percent or more","Margin of Error!!Total!!50.0 percent or more","Annotation of Margin of Error!!Total!!50.0 percent or more","Annotation of Estimate!!Total!!50.0 percent or more","Estimate!!Total!!Not computed","Margin of Error!!Total!!Not computed","Annotation of Margin of Error!!Total!!Not computed","Annotation of Estimate!!Total!!Not computed",
"1400000US06001432300","Census Tract 4323, Alameda County, California","646","106","null","null","11","17","null","null","23","null","36","null","78","61","null","null","78","null","54","null","74","46","null","null","40","50","null","null","98","64","null","null","102","null","70","null","133","74","null","null","9","14","null","null",
"1400000US06001432400","Census Tract 4324, Alameda County, California","1100","130","null","null","23","21","null","null","15","null","18","null","109","52","null","null","165","null","83","null","185","92","null","null","74","61","null","null","105","61","null","null","96","null","51","null","199","90","null","null","129","80","null","null",
"1400000US06001432501","Census Tract 4325.01, Alameda County, California","716","112","null","null","0","12","null","null","68","null","55","null","70","61","null","null","112","null","66","null","16","17","null","null","114","66","null","null","21","25","null","null","58","null","39","null","211","80","null","null","46","55","null","null",
"1400000US06001432502","Census Tract 4325.02, Alameda County, California","719","112","null","null","22","19","null","null","14","null","15","null","57","56","null","null","159","null","101","null","67","57","null","null","67","54","null","null","58","47","null","null","62","null","52","null","191","76","null","null","22","25","null","null",
"1400000US06001432600","Census Tract 4326, Alameda County, California","2141","219","null","null","38","44","null","null","143","null","78","null","203","105","null","null","202","null","103","null","325","143","null","null","447","183","null","null","205","117","null","null","91","null","69","null","419","144","null","null","68","68","null","null",
"1400000US06001432700","Census Tract 4327, Alameda County, California","335","79","null","null","24","35","null","null","33","null","31","null","30","26","null","null","79","null","62","null","27","42","null","null","25","35","null","null","49","43","null","null","14","null","18","null","54","34","null","null","0","12","null","null",
"1400000US06001432800","Census Tract 4328, Alameda County, California","222","87","null","null","9","15","null","null","0","null","12","null","18","20","null","null","20","null","20","null","73","61","null","null","42","48","null","null","15","22","null","null","31","null","32","null","6","10","null","null","8","13","null","null",
"1400000US06001433000","Census Tract 4330, Alameda County, California","440","102","null","null","13","18","null","null","22","null","28","null","64","55","null","null","82","null","57","null","42","35","null","null","10","14","null","null","18","19","null","null","47","null","47","null","122","60","null","null","20","22","null","null",
"1400000US06001433102","Census Tract 4331.02, Alameda County, California","401","86","null","null","11","20","null","null","44","null","35","null","68","43","null","null","48","null","53","null","61","53","null","null","28","25","null","null","18","19","null","null","56","null","59","null","59","44","null","null","8","14","null","null",
"1400000US06001433103","Census Tract 4331.03, Alameda County, California","1249","83","null","null","39","42","null","null","29","null","37","null","251","106","null","null","103","null","62","null","168","93","null","null","124","57","null","null","79","64","null","null","130","null","76","null","326","120","null","null","0","12","null","null",
"1400000US06001433104","Census Tract 4331.04, Alameda County, California","1294","146","null","null","11","16","null","null","90","null","52","null","94","62","null","null","127","null","76","null","208","95","null","null","194","107","null","null","109","71","null","null","67","null","41","null","356","132","null","null","38","48","null","null",
"1400000US06001433200","Census Tract 4332, Alameda County, California","1749","203","null","null","40","37","null","null","32","null","38","null","235","153","null","null","285","null","156","null","163","94","null","null","47","41","null","null","199","119","null","null","342","null","153","null","360","154","null","null","46","43","null","null",
"1400000US06001433300","Census Tract 4333, Alameda County, California","513","159","null","null","33","39","null","null","22","null","41","null","61","54","null","null","21","null","32","null","89","85","null","null","22","35","null","null","39","44","null","null","34","null","37","null","172","107","null","null","20","33","null","null",
"1400000US06001433400","Census Tract 4334, Alameda County, California","520","175","null","null","0","17","null","null","71","null","50","null","53","54","null","null","69","null","62","null","19","31","null","null","89","97","null","null","57","84","null","null","15","null","23","null","84","97","null","null","63","77","null","null",
"1400000US06001433500","Census Tract 4335, Alameda County, California","227","97","null","null","9","15","null","null","42","null","55","null","9","13","null","null","22","null","33","null","36","38","null","null","0","12","null","null","1","3","null","null","10","null","17","null","48","51","null","null","50","52","null","null",
"1400000US06001433600","Census Tract 4336, Alameda County, California","1092","162","null","null","13","20","null","null","64","null","59","null","121","99","null","null","145","null","114","null","246","140","null","null","92","92","null","null","13","20","null","null","16","null","27","null","308","150","null","null","74","60","null","null",
"1400000US06001433700","Census Tract 4337, Alameda County, California","661","94","null","null","2","9","null","null","71","null","56","null","79","55","null","null","172","null","79","null","45","46","null","null","7","13","null","null","33","46","null","null","88","null","57","null","146","68","null","null","18","17","null","null",
"1400000US06001433800","Census Tract 4338, Alameda County, California","1521","203","null","null","15","25","null","null","39","null","45","null","193","139","null","null","121","null","93","null","195","123","null","null","183","123","null","null","139","115","null","null","206","null","142","null","398","141","null","null","32","37","null","null",
"1400000US06001433900","Census Tract 4339, Alameda County, California","2032","144","null","null","42","51","null","null","50","null","62","null","34","37","null","null","370","null","169","null","277","141","null","null","34","26","null","null","195","118","null","null","168","null","100","null","779","207","null","null","83","70","null","null",
"1400000US06001434000","Census Tract 4340, Alameda County, California","1226","119","null","null","13","15","null","null","33","null","31","null","115","66","null","null","89","null","51","null","189","99","null","null","84","48","null","null","115","60","null","null","67","null","49","null","448","131","null","null","73","68","null","null",
"1400000US06001435102","Census Tract 4351.02, Alameda County, California","417","109","null","null","0","17","null","null","55","null","54","null","58","55","null","null","72","null","61","null","50","54","null","null","19","21","null","null","21","22","null","null","10","null","16","null","102","80","null","null","30","29","null","null",
"1400000US06001435103","Census Tract 4351.03, Alameda County, California","150","84","null","null","0","17","null","null","0","null","17","null","62","55","null","null","12","null","20","null","2","4","null","null","0","17","null","null","0","17","null","null","8","null","14","null","28","31","null","null","38","61","null","null",
"1400000US06001435104","Census Tract 4351.04, Alameda County, California","1625","94","null","null","10","16","null","null","86","null","70","null","300","141","null","null","207","null","82","null","104","67","null","null","94","76","null","null","51","41","null","null","213","null","100","null","480","136","null","null","80","60","null","null",
"1400000US06001435200","Census Tract 4352, Alameda County, California","275","98","null","null","7","12","null","null","28","null","27","null","14","18","null","null","79","null","59","null","0","12","null","null","51","48","null","null","0","12","null","null","39","null","49","null","23","26","null","null","34","39","null","null",
"1400000US06001435300","Census Tract 4353, Alameda County, California","909","136","null","null","26","24","null","null","21","null","18","null","56","38","null","null","104","null","75","null","66","50","null","null","114","67","null","null","149","84","null","null","108","null","64","null","215","79","null","null","50","42","null","null",
"1400000US06001435400","Census Tract 4354, Alameda County, California","1321","123","null","null","16","18","null","null","88","null","60","null","125","65","null","null","132","null","54","null","207","92","null","null","107","66","null","null","134","77","null","null","88","null","49","null","383","95","null","null","41","36","null","null",
"1400000US06001435500","Census Tract 4355, Alameda County, California","981","102","null","null","34","37","null","null","15","null","19","null","82","58","null","null","107","null","58","null","105","57","null","null","42","30","null","null","15","21","null","null","151","null","66","null","409","114","null","null","21","22","null","null",
"1400000US06001435601","Census Tract 4356.01, Alameda County, California","1224","109","null","null","82","65","null","null","58","null","44","null","91","64","null","null","154","null","96","null","145","99","null","null","89","53","null","null","155","101","null","null","179","null","103","null","266","120","null","null","5","10","null","null",
"1400000US06001435602","Census Tract 4356.02, Alameda County, California","1027","116","null","null","0","17","null","null","104","null","68","null","139","66","null","null","137","null","71","null","80","53","null","null","84","56","null","null","106","66","null","null","101","null","69","null","265","96","null","null","11","18","null","null",
"1400000US06001435700","Census Tract 4357, Alameda County, California","426","126","null","null","0","12","null","null","18","null","20","null","48","60","null","null","105","null","69","null","114","82","null","null","13","16","null","null","31","27","null","null","0","null","12","null","79","65","null","null","18","20","null","null",
"1400000US06001435800","Census Tract 4358, Alameda County, California","374","116","null","null","0","17","null","null","37","null","34","null","47","49","null","null","55","null","44","null","57","39","null","null","83","80","null","null","9","14","null","null","56","null","35","null","16","21","null","null","14","21","null","null",
"1400000US06001435900","Census Tract 4359, Alameda County, California","379","92","null","null","19","29","null","null","23","null","26","null","85","50","null","null","72","null","47","null","31","33","null","null","28","26","null","null","7","9","null","null","27","null","34","null","59","47","null","null","28","29","null","null",
"1400000US06001436000","Census Tract 4360, Alameda County, California","288","94","null","null","27","27","null","null","7","null","10","null","7","11","null","null","77","null","57","null","11","17","null","null","42","44","null","null","52","51","null","null","8","null","12","null","27","33","null","null","30","31","null","null",
"1400000US06001436100","Census Tract 4361, Alameda County, California","778","127","null","null","37","46","null","null","4","null","7","null","125","93","null","null","212","null","95","null","163","91","null","null","63","45","null","null","26","25","null","null","18","null","19","null","73","37","null","null","57","49","null","null",
"1400000US06001436200","Census Tract 4362, Alameda County, California","1073","71","null","null","44","45","null","null","66","null","46","null","137","61","null","null","143","null","66","null","64","49","null","null","140","75","null","null","48","48","null","null","120","null","63","null","290","86","null","null","21","22","null","null",
"1400000US06001436300","Census Tract 4363, Alameda County, California","1524","177","null","null","0","17","null","null","47","null","50","null","127","93","null","null","80","null","69","null","323","144","null","null","106","83","null","null","89","88","null","null","321","null","161","null","374","154","null","null","57","65","null","null",
"1400000US06001436401","Census Tract 4364.01, Alameda County, California","1636","190","null","null","0","17","null","null","174","null","134","null","130","124","null","null","283","null","136","null","267","159","null","null","143","80","null","null","32","38","null","null","94","null","95","null","449","148","null","null","64","52","null","null",
"1400000US06001436402","Census Tract 4364.02, Alameda County, California","112","61","null","null","0","12","null","null","0","null","12","null","0","12","null","null","40","null","42","null","22","24","null","null","5","8","null","null","0","12","null","null","15","null","22","null","0","12","null","null","30","31","null","null",
"1400000US06001436500","Census Tract 4365, Alameda County, California","1293","96","null","null","28","31","null","null","40","null","28","null","145","71","null","null","248","null","90","null","86","50","null","null","115","56","null","null","86","60","null","null","103","null","69","null","398","109","null","null","44","29","null","null",
"1400000US06001436601","Census Tract 4366.01, Alameda County, California","1195","107","null","null","9","14","null","null","82","null","58","null","166","85","null","null","112","null","67","null","126","69","null","null","147","84","null","null","121","69","null","null","151","null","86","null","253","102","null","null","28","21","null","null",
"1400000US06001436602","Census Tract 4366.02, Alameda County, California","1339","82","null","null","50","47","null","null","122","null","74","null","66","47","null","null","89","null","65","null","162","74","null","null","117","58","null","null","114","64","null","null","297","null","100","null","289","98","null","null","33","38","null","null",
"1400000US06001436700","Census Tract 4367, Alameda County, California","467","94","null","null","26","27","null","null","42","null","46","null","80","58","null","null","26","null","23","null","92","66","null","null","72","52","null","null","9","13","null","null","15","null","17","null","87","50","null","null","18","21","null","null",
"1400000US06001436800","Census Tract 4368, Alameda County, California","723","83","null","null","0","12","null","null","22","null","28","null","31","32","null","null","89","null","70","null","55","41","null","null","228","97","null","null","0","12","null","null","97","null","64","null","201","93","null","null","0","12","null","null",
"1400000US06001436900","Census Tract 4369, Alameda County, California","1023","123","null","null","21","36","null","null","26","null","23","null","137","90","null","null","136","null","74","null","125","75","null","null","58","37","null","null","37","49","null","null","141","null","73","null","282","93","null","null","60","59","null","null",
"1400000US06001437000","Census Tract 4370, Alameda County, California","259","71","null","null","15","22","null","null","13","null","15","null","7","11","null","null","7","null","11","null","35","28","null","null","37","27","null","null","29","35","null","null","0","null","12","null","99","55","null","null","17","18","null","null",
"1400000US06001437101","Census Tract 4371.01, Alameda County, California","258","85","null","null","7","14","null","null","44","null","49","null","24","24","null","null","10","null","15","null","25","27","null","null","8","13","null","null","44","38","null","null","37","null","33","null","59","46","null","null","0","17","null","null",
"1400000US06001437102","Census Tract 4371.02, Alameda County, California","665","112","null","null","30","45","null","null","30","null","23","null","20","25","null","null","116","null","71","null","94","44","null","null","82","64","null","null","27","25","null","null","104","null","71","null","127","71","null","null","35","26","null","null",
"1400000US06001437200","Census Tract 4372, Alameda County, California","900","126","null","null","70","77","null","null","95","null","67","null","153","80","null","null","52","null","51","null","55","49","null","null","123","95","null","null","69","80","null","null","77","null","70","null","206","108","null","null","0","17","null","null",
"1400000US06001437300","Census Tract 4373, Alameda County, California","404","62","null","null","0","12","null","null","12","null","13","null","3","6","null","null","69","null","46","null","54","45","null","null","40","39","null","null","22","30","null","null","49","null","33","null","143","53","null","null","12","19","null","null",
"1400000US06001437400","Census Tract 4374, Alameda County, California","211","63","null","null","7","10","null","null","8","null","8","null","24","24","null","null","45","null","30","null","20","21","null","null","13","20","null","null","27","29","null","null","0","null","12","null","57","38","null","null","10","11","null","null",
"1400000US06001437500","Census Tract 4375, Alameda County, California","948","68","null","null","18","23","null","null","0","null","12","null","79","58","null","null","88","null","50","null","151","63","null","null","93","54","null","null","60","44","null","null","152","null","60","null","283","99","null","null","24","23","null","null",
"1400000US06001437600","Census Tract 4376, Alameda County, California","417","65","null","null","40","30","null","null","21","null","23","null","31","24","null","null","123","null","51","null","29","21","null","null","27","26","null","null","19","20","null","null","33","null","29","null","84","39","null","null","10","11","null","null",
"1400000US06001437701","Census Tract 4377.01, Alameda County, California","808","77","null","null","29","32","null","null","17","null","19","null","102","64","null","null","94","null","59","null","80","60","null","null","65","48","null","null","82","49","null","null","125","null","64","null","182","78","null","null","32","38","null","null",
"1400000US06001437702","Census Tract 4377.02, Alameda County, California","1010","55","null","null","21","23","null","null","81","null","50","null","58","51","null","null","110","null","67","null","105","64","null","null","135","74","null","null","146","76","null","null","97","null","70","null","244","83","null","null","13","14","null","null",
"1400000US06001437800","Census Tract 4378, Alameda County, California","391","86","null","null","23","37","null","null","7","null","12","null","9","14","null","null","41","null","37","null","51","48","null","null","71","56","null","null","40","40","null","null","60","null","45","null","89","63","null","null","0","12","null","null",
"1400000US06001437900","Census Tract 4379, Alameda County, California","365","47","null","null","0","12","null","null","18","null","17","null","53","35","null","null","39","null","27","null","26","19","null","null","70","35","null","null","14","12","null","null","54","null","32","null","75","33","null","null","16","19","null","null",
"1400000US06001438000","Census Tract 4380, Alameda County, California","373","88","null","null","0","12","null","null","10","null","16","null","86","67","null","null","21","null","20","null","63","59","null","null","34","27","null","null","10","16","null","null","42","null","39","null","73","55","null","null","34","33","null","null",
"1400000US06001438100","Census Tract 4381, Alameda County, California","537","112","null","null","0","17","null","null","35","null","55","null","72","70","null","null","13","null","26","null","27","30","null","null","70","65","null","null","48","58","null","null","101","null","91","null","151","59","null","null","20","30","null","null",
"1400000US06001438201","Census Tract 4382.01, Alameda County, California","289","100","null","null","42","50","null","null","13","null","19","null","25","23","null","null","12","null","19","null","75","54","null","null","31","26","null","null","11","17","null","null","10","null","15","null","0","12","null","null","70","67","null","null",
"1400000US06001438203","Census Tract 4382.03, Alameda County, California","348","108","null","null","71","71","null","null","5","null","7","null","0","12","null","null","32","null","30","null","29","42","null","null","40","44","null","null","9","13","null","null","8","null","14","null","154","79","null","null","0","12","null","null",
"1400000US06001438204","Census Tract 4382.04, Alameda County, California","364","98","null","null","0","17","null","null","56","null","44","null","17","19","null","null","34","null","57","null","25","28","null","null","9","14","null","null","32","32","null","null","48","null","39","null","131","75","null","null","12","19","null","null",
"1400000US06001438300","Census Tract 4383, Alameda County, California","293","75","null","null","17","20","null","null","19","null","20","null","31","30","null","null","17","null","14","null","16","16","null","null","18","18","null","null","15","23","null","null","37","null","32","null","112","53","null","null","11","12","null","null",
"1400000US06001438400","Census Tract 4384, Alameda County, California","114","42","null","null","11","13","null","null","0","null","12","null","0","12","null","null","6","null","8","null","20","21","null","null","0","12","null","null","5","7","null","null","23","null","22","null","34","26","null","null","15","13","null","null",
"1400000US06001440100","Census Tract 4401, Alameda County, California","518","64","null","null","0","12","null","null","37","null","30","null","9","11","null","null","34","null","23","null","49","28","null","null","75","38","null","null","38","28","null","null","35","null","25","null","161","50","null","null","80","30","null","null",
"1400000US06001440200","Census Tract 4402, Alameda County, California","814","112","null","null","0","17","null","null","52","null","28","null","52","34","null","null","108","null","68","null","71","51","null","null","201","83","null","null","102","65","null","null","50","null","46","null","165","83","null","null","13","19","null","null",
"1400000US06001440301","Census Tract 4403.01, Alameda County, California","528","161","null","null","0","17","null","null","76","null","80","null","85","80","null","null","66","null","57","null","58","59","null","null","12","20","null","null","0","17","null","null","24","null","31","null","153","99","null","null","54","87","null","null",
"1400000US06001440304","Census Tract 4403.04, Alameda County, California","412","85","null","null","17","19","null","null","24","null","27","null","62","50","null","null","28","null","25","null","55","31","null","null","106","68","null","null","41","36","null","null","7","null","10","null","63","54","null","null","9","12","null","null",
"1400000US06001440305","Census Tract 4403.05, Alameda County, California","178","56","null","null","0","12","null","null","5","null","7","null","63","41","null","null","47","null","26","null","10","8","null","null","4","7","null","null","0","12","null","null","17","null","19","null","15","21","null","null","17","13","null","null",
"1400000US06001440306","Census Tract 4403.06, Alameda County, California","433","66","null","null","9","12","null","null","14","null","19","null","53","34","null","null","62","null","36","null","31","28","null","null","38","35","null","null","11","14","null","null","79","null","49","null","119","48","null","null","17","18","null","null",
"1400000US06001440307","Census Tract 4403.07, Alameda County, California","375","115","null","null","0","12","null","null","26","null","36","null","39","51","null","null","46","null","36","null","63","45","null","null","46","32","null","null","20","21","null","null","37","null","47","null","83","50","null","null","15","17","null","null",
"1400000US06001440308","Census Tract 4403.08, Alameda County, California","902","132","null","null","46","37","null","null","49","null","38","null","87","45","null","null","85","null","50","null","144","70","null","null","104","46","null","null","78","52","null","null","80","null","61","null","207","77","null","null","22","23","null","null",
"1400000US06001440331","Census Tract 4403.31, Alameda County, California","476","61","null","null","0","12","null","null","22","null","15","null","52","31","null","null","35","null","23","null","40","26","null","null","33","29","null","null","78","47","null","null","51","null","30","null","165","63","null","null","0","12","null","null",
"1400000US06001440332","Census Tract 4403.32, Alameda County, California","108","40","null","null","0","12","null","null","11","null","12","null","2","5","null","null","44","null","30","null","10","10","null","null","20","19","null","null","4","6","null","null","0","null","12","null","5","8","null","null","12","12","null","null",
"1400000US06001440333","Census Tract 4403.33, Alameda County, California","131","60","null","null","0","12","null","null","0","null","12","null","39","41","null","null","7","null","8","null","49","44","null","null","14","16","null","null","5","8","null","null","0","null","12","null","17","18","null","null","0","12","null","null",
"1400000US06001440334","Census Tract 4403.34, Alameda County, California","192","72","null","null","0","12","null","null","55","null","58","null","0","12","null","null","55","null","46","null","0","12","null","null","26","29","null","null","9","16","null","null","0","null","12","null","34","41","null","null","13","17","null","null",
"1400000US06001440335","Census Tract 4403.35, Alameda County, California","963","146","null","null","17","26","null","null","81","null","52","null","104","60","null","null","243","null","131","null","72","60","null","null","184","124","null","null","27","30","null","null","18","null","32","null","115","69","null","null","102","87","null","null",
"1400000US06001440336","Census Tract 4403.36, Alameda County, California","659","102","null","null","11","17","null","null","40","null","47","null","107","76","null","null","70","null","57","null","39","36","null","null","31","30","null","null","58","50","null","null","140","null","77","null","155","79","null","null","8","14","null","null",
"1400000US06001441100","Census Tract 4411, Alameda County, California","377","103","null","null","0","12","null","null","0","null","12","null","39","35","null","null","66","null","44","null","71","48","null","null","46","58","null","null","28","34","null","null","47","null","35","null","80","51","null","null","0","12","null","null",
"1400000US06001441200","Census Tract 4412, Alameda County, California","972","167","null","null","0","17","null","null","41","null","40","null","151","76","null","null","208","null","85","null","74","54","null","null","115","82","null","null","77","55","null","null","223","null","135","null","60","73","null","null","23","27","null","null",
"1400000US06001441301","Census Tract 4413.01, Alameda County, California","635","73","null","null","0","12","null","null","69","null","52","null","149","69","null","null","100","null","52","null","105","57","null","null","88","53","null","null","12","20","null","null","0","null","12","null","95","51","null","null","17","19","null","null",
"1400000US06001441302","Census Tract 4413.02, Alameda County, California","537","102","null","null","23","21","null","null","48","null","40","null","25","20","null","null","127","null","72","null","58","38","null","null","74","46","null","null","18","28","null","null","79","null","54","null","74","45","null","null","11","16","null","null",
"1400000US06001441401","Census Tract 4414.01, Alameda County, California","762","157","null","null","55","63","null","null","55","null","71","null","73","57","null","null","251","null","73","null","0","17","null","null","35","39","null","null","65","57","null","null","41","null","48","null","151","74","null","null","36","39","null","null",
"1400000US06001441402","Census Tract 4414.02, Alameda County, California","396","91","null","null","0","17","null","null","37","null","25","null","9","14","null","null","33","null","27","null","110","69","null","null","48","33","null","null","41","27","null","null","12","null","21","null","75","45","null","null","31","26","null","null",
"1400000US06001441501","Census Tract 4415.01, Alameda County, California","255","99","null","null","14","16","null","null","0","null","17","null","82","67","null","null","52","null","55","null","31","41","null","null","0","17","null","null","0","17","null","null","10","null","17","null","45","45","null","null","21","24","null","null",
"1400000US06001441503","Census Tract 4415.03, Alameda County, California","505","114","null","null","8","14","null","null","71","null","54","null","57","43","null","null","71","null","47","null","63","64","null","null","73","60","null","null","10","16","null","null","87","null","70","null","43","33","null","null","22","24","null","null",
"1400000US06001441521","Census Tract 4415.21, Alameda County, California","412","114","null","null","27","34","null","null","8","null","13","null","18","21","null","null","97","null","66","null","68","58","null","null","84","61","null","null","18","21","null","null","10","null","15","null","74","49","null","null","8","14","null","null",
"1400000US06001441522","Census Tract 4415.22, Alameda County, California","321","104","null","null","9","13","null","null","19","null","23","null","26","38","null","null","36","null","53","null","72","54","null","null","18","19","null","null","0","17","null","null","23","null","24","null","107","63","null","null","11","18","null","null",
"1400000US06001441523","Census Tract 4415.23, Alameda County, California","748","101","null","null","12","18","null","null","91","null","49","null","161","72","null","null","196","null","76","null","57","37","null","null","59","61","null","null","34","28","null","null","23","null","29","null","74","42","null","null","41","51","null","null",
"1400000US06001441524","Census Tract 4415.24, Alameda County, California","495","87","null","null","30","29","null","null","126","null","68","null","72","52","null","null","93","null","52","null","53","35","null","null","29","24","null","null","10","16","null","null","0","null","12","null","74","50","null","null","8","13","null","null",
"1400000US06001441601","Census Tract 4416.01, Alameda County, California","201","71","null","null","0","12","null","null","22","null","24","null","21","17","null","null","34","null","42","null","48","34","null","null","13","12","null","null","15","19","null","null","0","null","12","null","31","35","null","null","17","19","null","null",
"1400000US06001441602","Census Tract 4416.02, Alameda County, California","1099","174","null","null","0","17","null","null","158","null","90","null","140","105","null","null","106","null","60","null","107","60","null","null","81","80","null","null","88","73","null","null","174","null","114","null","233","105","null","null","12","20","null","null",
"1400000US06001441700","Census Tract 4417, Alameda County, California","1187","184","null","null","35","56","null","null","159","null","91","null","187","119","null","null","152","null","105","null","111","79","null","null","30","28","null","null","65","74","null","null","153","null","110","null","295","126","null","null","0","17","null","null",
"1400000US06001441800","Census Tract 4418, Alameda County, California","973","146","null","null","0","17","null","null","113","null","99","null","168","94","null","null","86","null","56","null","193","115","null","null","73","48","null","null","67","73","null","null","22","null","24","null","227","130","null","null","24","27","null","null",
"1400000US06001441921","Census Tract 4419.21, Alameda County, California","813","126","null","null","11","17","null","null","97","null","50","null","154","79","null","null","177","null","81","null","175","82","null","null","83","56","null","null","39","29","null","null","6","null","11","null","59","42","null","null","12","18","null","null",
"1400000US06001441923","Census Tract 4419.23, Alameda County, California","2235","121","null","null","50","51","null","null","294","null","149","null","294","109","null","null","441","null","167","null","185","103","null","null","140","86","null","null","146","101","null","null","90","null","79","null","539","173","null","null","56","55","null","null",
"1400000US06001441924","Census Tract 4419.24, Alameda County, California","1041","185","null","null","39","38","null","null","140","null","82","null","209","120","null","null","155","null","110","null","141","88","null","null","81","79","null","null","70","57","null","null","14","null","23","null","157","95","null","null","35","55","null","null",
"1400000US06001441925","Census Tract 4419.25, Alameda County, California","2320","178","null","null","75","66","null","null","332","null","132","null","494","139","null","null","490","null","161","null","177","102","null","null","228","109","null","null","100","78","null","null","99","null","94","null","245","115","null","null","80","63","null","null",
"1400000US06001441926","Census Tract 4419.26, Alameda County, California","1184","80","null","null","12","13","null","null","147","null","66","null","144","66","null","null","199","null","90","null","170","68","null","null","176","78","null","null","75","40","null","null","39","null","29","null","196","90","null","null","26","26","null","null",
"1400000US06001441927","Census Tract 4419.27, Alameda County, California","1380","97","null","null","43","39","null","null","116","null","56","null","193","66","null","null","297","null","91","null","130","62","null","null","68","49","null","null","71","49","null","null","105","null","63","null","324","70","null","null","33","33","null","null",
"1400000US06001442000","Census Tract 4420, Alameda County, California","76","60","null","null","0","12","null","null","5","null","10","null","0","12","null","null","24","null","27","null","0","12","null","null","40","51","null","null","0","12","null","null","0","null","12","null","0","12","null","null","7","10","null","null",
"1400000US06001442100","Census Tract 4421, Alameda County, California","188","55","null","null","10","16","null","null","20","null","22","null","49","31","null","null","11","null","16","null","25","24","null","null","11","16","null","null","0","17","null","null","15","null","15","null","40","25","null","null","7","11","null","null",
"1400000US06001442200","Census Tract 4422, Alameda County, California","287","111","null","null","0","17","null","null","16","null","27","null","15","26","null","null","61","null","51","null","18","30","null","null","65","74","null","null","27","30","null","null","38","null","55","null","0","17","null","null","47","40","null","null",
"1400000US06001442301","Census Tract 4423.01, Alameda County, California","705","87","null","null","15","18","null","null","23","null","21","null","69","42","null","null","103","null","64","null","69","38","null","null","90","61","null","null","56","47","null","null","112","null","73","null","152","67","null","null","16","17","null","null",
"1400000US06001442302","Census Tract 4423.02, Alameda County, California","1385","130","null","null","46","42","null","null","90","null","49","null","128","59","null","null","152","null","72","null","194","86","null","null","221","83","null","null","132","73","null","null","142","null","69","null","247","87","null","null","33","25","null","null",
"1400000US06001442400","Census Tract 4424, Alameda County, California","648","111","null","null","35","34","null","null","67","null","45","null","97","68","null","null","90","null","46","null","88","58","null","null","56","43","null","null","81","57","null","null","49","null","45","null","78","42","null","null","7","10","null","null",
"1400000US06001442500","Census Tract 4425, Alameda County, California","952","202","null","null","16","25","null","null","102","null","70","null","128","81","null","null","112","null","88","null","208","126","null","null","63","72","null","null","151","116","null","null","18","null","24","null","138","96","null","null","16","26","null","null",
"1400000US06001442601","Census Tract 4426.01, Alameda County, California","352","98","null","null","0","12","null","null","21","null","23","null","97","60","null","null","71","null","61","null","50","49","null","null","34","38","null","null","6","9","null","null","0","null","12","null","63","43","null","null","10","15","null","null",
