"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_001MA","B25070_001EA","B25070_002E","B25070_002M","B25070_002MA","B25070_002EA","B25070_003E","B25070_003EA","B25070_003M","B25070_003MA","B25070_004E","B25070_004M","B25070_004MA","B25070_004EA","B25070_005E","B25070_005EA","B25070_005M","B25070_005MA","B25070_006E","B25070_006M","B25070_006MA","B25070_006EA","B25070_007E","B25070_007M","B25070_007MA","B25070_007EA","B25070_008E","B25070_008M","B25070_008MA","B25070_008EA","B25070_009E","B25070_009EA","B25070_009M","B25070_009MA","B25070_010E","B25070_010M","B25070_010MA","B25070_010EA","B25070_011E","B25070_011M","B25070_011MA","B25070_011EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than 10.0 percent","Margin of Error!!Total!!Less than 10.0 percent","Annotation of Margin of Error!!Total!!Less than 10.0 percent","Annotation of Estimate!!Total!!Less than 10.0 percent","Estimate!!Total!!10.0 to 14.9 percent","Annotation of Estimate!!Total!!10.0 to 14.9 percent","Margin of Error!!Total!!10.0 to 14.9 percent","Annotation of Margin of Error!!Total!!10.0 to 14.9 percent","Estimate!!Total!!15.0 to 19.9 percent","Margin of Error!!Total!!15.0 to 19.9 percent","Annotation of Margin of Error!!Total!!15.0 to 19.9 percent","Annotation of Estimate!!Total!!15.0 to 19.9 percent","Estimate!!Total!!20.0 to 24.9 percent","Annotation of Estimate!!Total!!20.0 to 24.9 percent","Margin of Error!!Total!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total!!20.0 to 24.9 percent","Estimate!!Total!!25.0 to 29.9 percent","Margin of Error!!Total!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total!!25.0 to 29.9 percent","Annotation of Estimate!!Total!!25.0 to 29.9 percent","Estimate!!Total!!30.0 to 34.9 percent","Margin of Error!!Total!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total!!30.0 to 34.9 percent","Annotation of Estimate!!Total!!30.0 to 34.9 percent","Estimate!!Total!!35.0 to 39.9 percent","Margin of Error!!Total!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total!!35.0 to 39.9 percent","Annotation of Estimate!!Total!!35.0 to 39.9 percent","Estimate!!Total!!40.0 to 49.9 percent","Annotation of Estimate!!Total!!40.0 to 49.9 percent","Margin of Error!!Total!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total!!40.0 to 49.9 percent","Estimate!!Total!!50.0 percent or more","Margin of Error!!Total!!50.0 percent or more","Annotation of Margin of Error!!Total!!50.0 percent or more","Annotation of Estimate!!Total!!50.0 percent or more","Estimate!!Total!!Not computed","Margin of Error!!Total!!Not computed","Annotation of Margin of Error!!Total!!Not computed","Annotation of Estimate!!Total!!Not computed",
"1400000US06001407400","Census Tract 4074, Alameda County, California","826","82","null","null","45","45","null","null","29","null","28","null","99","56","null","null","93","null","60","null","139","67","null","null","93","59","null","null","59","48","null","null","38","null","30","null","186","79","null","null","45","35","null","null",
"1400000US06001407500","Census Tract 4075, Alameda County, California","924","136","null","null","0","12","null","null","65","null","61","null","26","43","null","null","69","null","62","null","80","56","null","null","109","86","null","null","0","12","null","null","83","null","65","null","353","110","null","null","139","89","null","null",
"1400000US06001407600","Census Tract 4076, Alameda County, California","996","220","null","null","31","49","null","null","0","null","17","null","138","114","null","null","111","null","92","null","83","71","null","null","108","112","null","null","48","49","null","null","135","null","108","null","241","130","null","null","101","93","null","null",
"1400000US06001407700","Census Tract 4077, Alameda County, California","505","139","null","null","0","12","null","null","9","null","14","null","30","27","null","null","63","null","40","null","28","25","null","null","7","12","null","null","95","79","null","null","19","null","16","null","223","107","null","null","31","34","null","null",
"1400000US06001407800","Census Tract 4078, Alameda County, California","253","68","null","null","0","12","null","null","83","null","59","null","13","17","null","null","23","null","20","null","6","10","null","null","16","24","null","null","17","18","null","null","37","null","32","null","37","28","null","null","21","28","null","null",
"1400000US06001407900","Census Tract 4079, Alameda County, California","268","77","null","null","11","16","null","null","17","null","19","null","8","12","null","null","38","null","34","null","30","28","null","null","11","16","null","null","40","27","null","null","28","null","41","null","85","58","null","null","0","12","null","null",
"1400000US06001408000","Census Tract 4080, Alameda County, California","137","60","null","null","32","43","null","null","4","null","7","null","31","23","null","null","5","null","8","null","25","27","null","null","0","12","null","null","0","12","null","null","0","null","12","null","17","18","null","null","23","18","null","null",
"1400000US06001408100","Census Tract 4081, Alameda County, California","490","164","null","null","0","17","null","null","31","null","34","null","146","125","null","null","57","null","90","null","17","29","null","null","29","35","null","null","23","36","null","null","109","null","85","null","52","46","null","null","26","31","null","null",
"1400000US06001408200","Census Tract 4082, Alameda County, California","1005","114","null","null","39","41","null","null","18","null","19","null","73","50","null","null","38","null","28","null","156","73","null","null","80","61","null","null","68","56","null","null","145","null","68","null","340","101","null","null","48","51","null","null",
"1400000US06001408300","Census Tract 4083, Alameda County, California","660","121","null","null","46","72","null","null","28","null","28","null","64","54","null","null","42","null","67","null","32","27","null","null","117","97","null","null","24","24","null","null","81","null","64","null","207","97","null","null","19","22","null","null",
"1400000US06001408400","Census Tract 4084, Alameda County, California","666","117","null","null","21","20","null","null","7","null","13","null","17","24","null","null","86","null","50","null","13","18","null","null","59","48","null","null","50","48","null","null","64","null","56","null","339","106","null","null","10","16","null","null",
"1400000US06001408500","Census Tract 4085, Alameda County, California","1098","131","null","null","0","17","null","null","123","null","76","null","10","16","null","null","67","null","34","null","75","60","null","null","130","76","null","null","150","65","null","null","65","null","55","null","450","127","null","null","28","31","null","null",
"1400000US06001408600","Census Tract 4086, Alameda County, California","1120","151","null","null","18","20","null","null","0","null","17","null","9","16","null","null","30","null","35","null","60","45","null","null","200","93","null","null","57","49","null","null","147","null","90","null","578","162","null","null","21","18","null","null",
"1400000US06001408700","Census Tract 4087, Alameda County, California","1543","181","null","null","17","26","null","null","28","null","43","null","19","32","null","null","72","null","58","null","252","138","null","null","201","118","null","null","74","81","null","null","136","null","107","null","656","175","null","null","88","83","null","null",
"1400000US06001408800","Census Tract 4088, Alameda County, California","1607","123","null","null","62","60","null","null","38","null","34","null","82","50","null","null","125","null","69","null","167","73","null","null","234","109","null","null","108","73","null","null","229","null","104","null","440","123","null","null","122","74","null","null",
"1400000US06001408900","Census Tract 4089, Alameda County, California","664","68","null","null","10","10","null","null","30","null","23","null","57","30","null","null","28","null","25","null","71","37","null","null","86","40","null","null","42","33","null","null","52","null","37","null","268","61","null","null","20","21","null","null",
"1400000US06001409000","Census Tract 4090, Alameda County, California","533","78","null","null","35","32","null","null","33","null","38","null","37","27","null","null","42","null","32","null","27","21","null","null","76","40","null","null","27","27","null","null","51","null","34","null","186","66","null","null","19","24","null","null",
"1400000US06001409100","Census Tract 4091, Alameda County, California","240","71","null","null","0","12","null","null","6","null","10","null","14","20","null","null","43","null","38","null","24","29","null","null","6","8","null","null","0","12","null","null","22","null","23","null","125","58","null","null","0","12","null","null",
"1400000US06001409200","Census Tract 4092, Alameda County, California","463","66","null","null","0","12","null","null","13","null","16","null","33","25","null","null","57","null","36","null","14","17","null","null","19","18","null","null","41","29","null","null","54","null","30","null","216","62","null","null","16","17","null","null",
"1400000US06001409300","Census Tract 4093, Alameda County, California","876","137","null","null","0","12","null","null","37","null","36","null","53","48","null","null","33","null","37","null","178","84","null","null","87","55","null","null","0","12","null","null","125","null","60","null","308","118","null","null","55","48","null","null",
"1400000US06001409400","Census Tract 4094, Alameda County, California","772","101","null","null","0","12","null","null","67","null","47","null","47","35","null","null","83","null","54","null","44","41","null","null","18","16","null","null","49","43","null","null","108","null","60","null","306","93","null","null","50","43","null","null",
"1400000US06001409500","Census Tract 4095, Alameda County, California","808","73","null","null","4","6","null","null","31","null","26","null","41","31","null","null","109","null","49","null","55","35","null","null","81","43","null","null","83","37","null","null","104","null","56","null","270","71","null","null","30","20","null","null",
"1400000US06001409600","Census Tract 4096, Alameda County, California","891","132","null","null","17","26","null","null","98","null","68","null","59","50","null","null","109","null","73","null","33","35","null","null","59","44","null","null","125","82","null","null","88","null","56","null","295","97","null","null","8","12","null","null",
"1400000US06001409700","Census Tract 4097, Alameda County, California","972","115","null","null","13","20","null","null","21","null","35","null","24","21","null","null","41","null","40","null","132","74","null","null","132","70","null","null","28","27","null","null","178","null","82","null","345","111","null","null","58","40","null","null",
"1400000US06001409800","Census Tract 4098, Alameda County, California","604","112","null","null","0","12","null","null","30","null","31","null","39","63","null","null","35","null","45","null","29","46","null","null","110","80","null","null","9","15","null","null","55","null","55","null","256","106","null","null","41","34","null","null",
"1400000US06001409900","Census Tract 4099, Alameda County, California","182","72","null","null","0","12","null","null","9","null","13","null","8","13","null","null","5","null","8","null","49","38","null","null","0","12","null","null","9","15","null","null","45","null","49","null","30","28","null","null","27","30","null","null",
"1400000US06001410000","Census Tract 4100, Alameda County, California","69","68","null","null","0","12","null","null","0","null","12","null","0","12","null","null","13","null","19","null","0","12","null","null","0","12","null","null","46","63","null","null","0","null","12","null","10","17","null","null","0","12","null","null",
"1400000US06001410100","Census Tract 4101, Alameda County, California","427","79","null","null","17","18","null","null","22","null","26","null","58","43","null","null","51","null","40","null","14","14","null","null","52","34","null","null","10","11","null","null","30","null","31","null","146","67","null","null","27","30","null","null",
"1400000US06001410200","Census Tract 4102, Alameda County, California","655","118","null","null","24","25","null","null","7","null","12","null","80","68","null","null","87","null","52","null","51","49","null","null","81","66","null","null","73","68","null","null","22","null","24","null","230","112","null","null","0","12","null","null",
"1400000US06001410300","Census Tract 4103, Alameda County, California","622","65","null","null","22","24","null","null","25","null","25","null","72","38","null","null","71","null","34","null","45","28","null","null","54","34","null","null","23","19","null","null","61","null","37","null","190","64","null","null","59","36","null","null",
"1400000US06001410400","Census Tract 4104, Alameda County, California","516","119","null","null","11","15","null","null","13","null","19","null","53","48","null","null","52","null","33","null","120","66","null","null","58","50","null","null","34","32","null","null","65","null","53","null","99","61","null","null","11","17","null","null",
"1400000US06001410500","Census Tract 4105, Alameda County, California","875","50","null","null","35","32","null","null","37","null","28","null","44","36","null","null","76","null","38","null","194","67","null","null","111","57","null","null","34","27","null","null","93","null","55","null","205","65","null","null","46","38","null","null",
"1400000US06001420100","Census Tract 4201, Alameda County, California","306","54","null","null","7","9","null","null","12","null","10","null","73","40","null","null","30","null","19","null","20","20","null","null","33","27","null","null","20","16","null","null","35","null","22","null","56","28","null","null","20","18","null","null",
"1400000US06001420200","Census Tract 4202, Alameda County, California","721","107","null","null","14","17","null","null","35","null","33","null","79","43","null","null","132","null","72","null","48","31","null","null","25","29","null","null","77","45","null","null","85","null","45","null","185","75","null","null","41","49","null","null",
"1400000US06001420300","Census Tract 4203, Alameda County, California","994","157","null","null","30","43","null","null","101","null","67","null","192","96","null","null","71","null","48","null","116","71","null","null","73","64","null","null","90","73","null","null","103","null","66","null","175","99","null","null","43","50","null","null",
"1400000US06001420400","Census Tract 4204, Alameda County, California","1177","52","null","null","4","7","null","null","26","null","28","null","59","42","null","null","96","null","58","null","94","49","null","null","55","38","null","null","143","60","null","null","160","null","57","null","491","100","null","null","49","36","null","null",
"1400000US06001420500","Census Tract 4205, Alameda County, California","480","63","null","null","5","7","null","null","55","null","30","null","52","28","null","null","44","null","31","null","52","34","null","null","32","20","null","null","25","19","null","null","85","null","46","null","122","42","null","null","8","12","null","null",
"1400000US06001420600","Census Tract 4206, Alameda County, California","283","77","null","null","11","17","null","null","27","null","29","null","24","20","null","null","19","null","21","null","45","27","null","null","29","24","null","null","36","35","null","null","22","null","22","null","59","43","null","null","11","17","null","null",
"1400000US06001421100","Census Tract 4211, Alameda County, California","67","33","null","null","11","12","null","null","13","null","13","null","4","7","null","null","14","null","15","null","8","11","null","null","6","9","null","null","0","12","null","null","0","null","12","null","6","9","null","null","5","7","null","null",
"1400000US06001421200","Census Tract 4212, Alameda County, California","212","79","null","null","9","15","null","null","34","null","41","null","18","17","null","null","21","null","34","null","18","21","null","null","7","11","null","null","0","12","null","null","0","null","12","null","41","30","null","null","64","57","null","null",
"1400000US06001421300","Census Tract 4213, Alameda County, California","398","92","null","null","40","47","null","null","77","null","58","null","35","25","null","null","71","null","51","null","40","30","null","null","27","24","null","null","19","20","null","null","9","null","14","null","42","47","null","null","38","36","null","null",
"1400000US06001421400","Census Tract 4214, Alameda County, California","103","33","null","null","4","7","null","null","5","null","7","null","0","12","null","null","14","null","22","null","18","13","null","null","5","8","null","null","0","12","null","null","15","null","14","null","28","17","null","null","14","12","null","null",
"1400000US06001421500","Census Tract 4215, Alameda County, California","270","74","null","null","41","32","null","null","10","null","16","null","37","25","null","null","83","null","52","null","9","14","null","null","40","30","null","null","15","16","null","null","0","null","12","null","10","14","null","null","25","18","null","null",
"1400000US06001421600","Census Tract 4216, Alameda County, California","380","95","null","null","11","15","null","null","60","null","38","null","15","17","null","null","98","null","68","null","28","26","null","null","33","23","null","null","0","12","null","null","27","null","24","null","75","42","null","null","33","36","null","null",
"1400000US06001421700","Census Tract 4217, Alameda County, California","997","120","null","null","48","34","null","null","92","null","53","null","105","63","null","null","108","null","58","null","145","72","null","null","78","56","null","null","70","51","null","null","108","null","56","null","233","102","null","null","10","16","null","null",
"1400000US06001421800","Census Tract 4218, Alameda County, California","300","51","null","null","4","6","null","null","30","null","18","null","35","24","null","null","21","null","15","null","10","11","null","null","23","21","null","null","27","25","null","null","56","null","32","null","49","30","null","null","45","28","null","null",
"1400000US06001421900","Census Tract 4219, Alameda County, California","581","107","null","null","16","19","null","null","36","null","24","null","102","62","null","null","50","null","33","null","108","48","null","null","73","62","null","null","36","30","null","null","23","null","25","null","65","51","null","null","72","60","null","null",
"1400000US06001422000","Census Tract 4220, Alameda County, California","702","67","null","null","0","12","null","null","57","null","38","null","73","42","null","null","110","null","48","null","131","73","null","null","54","29","null","null","46","30","null","null","57","null","39","null","153","56","null","null","21","25","null","null",
"1400000US06001422100","Census Tract 4221, Alameda County, California","523","109","null","null","17","18","null","null","65","null","47","null","14","17","null","null","51","null","36","null","159","78","null","null","32","52","null","null","19","23","null","null","95","null","67","null","65","49","null","null","6","10","null","null",
"1400000US06001422200","Census Tract 4222, Alameda County, California","957","85","null","null","22","26","null","null","89","null","39","null","130","57","null","null","188","null","65","null","69","44","null","null","56","37","null","null","90","52","null","null","21","null","23","null","270","103","null","null","22","22","null","null",
"1400000US06001422300","Census Tract 4223, Alameda County, California","1215","116","null","null","38","31","null","null","161","null","58","null","88","51","null","null","92","null","60","null","121","59","null","null","64","51","null","null","83","50","null","null","151","null","72","null","371","104","null","null","46","38","null","null",
"1400000US06001422400","Census Tract 4224, Alameda County, California","1866","166","null","null","42","40","null","null","89","null","71","null","330","146","null","null","190","null","116","null","162","87","null","null","93","71","null","null","137","102","null","null","124","null","77","null","661","177","null","null","38","37","null","null",
"1400000US06001422500","Census Tract 4225, Alameda County, California","1171","122","null","null","55","35","null","null","82","null","41","null","79","38","null","null","121","null","59","null","86","39","null","null","96","63","null","null","80","53","null","null","127","null","57","null","372","86","null","null","73","43","null","null",
"1400000US06001422600","Census Tract 4226, Alameda County, California","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US06001422700","Census Tract 4227, Alameda County, California","878","109","null","null","16","18","null","null","53","null","46","null","43","56","null","null","42","null","27","null","51","47","null","null","17","20","null","null","60","48","null","null","64","null","55","null","451","99","null","null","81","57","null","null",
"1400000US06001422800","Census Tract 4228, Alameda County, California","1356","98","null","null","0","17","null","null","106","null","59","null","62","41","null","null","86","null","62","null","96","76","null","null","49","41","null","null","62","39","null","null","38","null","32","null","665","124","null","null","192","89","null","null",
"1400000US06001422900","Census Tract 4229, Alameda County, California","1913","139","null","null","53","46","null","null","28","null","31","null","71","77","null","null","155","null","77","null","302","124","null","null","90","79","null","null","31","35","null","null","144","null","101","null","879","168","null","null","160","77","null","null",
"1400000US06001423000","Census Tract 4230, Alameda County, California","1104","154","null","null","82","64","null","null","50","null","45","null","63","52","null","null","221","null","108","null","141","110","null","null","55","55","null","null","33","39","null","null","79","null","67","null","380","147","null","null","0","12","null","null",
"1400000US06001423100","Census Tract 4231, Alameda County, California","1317","113","null","null","41","45","null","null","54","null","35","null","89","48","null","null","141","null","60","null","185","99","null","null","109","73","null","null","31","28","null","null","149","null","73","null","438","114","null","null","80","42","null","null",
"1400000US06001423200","Census Tract 4232, Alameda County, California","770","124","null","null","6","14","null","null","46","null","41","null","88","54","null","null","95","null","48","null","100","63","null","null","54","36","null","null","61","50","null","null","37","null","46","null","234","109","null","null","49","53","null","null",
"1400000US06001423300","Census Tract 4233, Alameda County, California","798","132","null","null","24","32","null","null","38","null","51","null","74","45","null","null","62","null","45","null","100","55","null","null","85","47","null","null","23","24","null","null","84","null","57","null","276","104","null","null","32","35","null","null",
"1400000US06001423400","Census Tract 4234, Alameda County, California","1092","159","null","null","99","88","null","null","54","null","46","null","140","77","null","null","93","null","74","null","78","56","null","null","97","76","null","null","61","72","null","null","124","null","74","null","258","130","null","null","88","82","null","null",
"1400000US06001423500","Census Tract 4235, Alameda County, California","1060","103","null","null","33","23","null","null","52","null","34","null","64","38","null","null","122","null","61","null","189","77","null","null","156","73","null","null","41","36","null","null","85","null","53","null","275","92","null","null","43","31","null","null",
"1400000US06001423601","Census Tract 4236.01, Alameda County, California","650","113","null","null","80","53","null","null","74","null","33","null","78","60","null","null","71","null","40","null","41","29","null","null","90","43","null","null","35","27","null","null","17","null","19","null","132","64","null","null","32","23","null","null",
"1400000US06001423602","Census Tract 4236.02, Alameda County, California","1963","214","null","null","74","62","null","null","80","null","63","null","143","104","null","null","109","null","62","null","193","172","null","null","78","66","null","null","76","77","null","null","83","null","59","null","983","206","null","null","144","90","null","null",
"1400000US06001423700","Census Tract 4237, Alameda County, California","775","108","null","null","39","31","null","null","86","null","47","null","83","49","null","null","72","null","42","null","87","55","null","null","74","41","null","null","5","13","null","null","24","null","37","null","244","91","null","null","61","56","null","null",
"1400000US06001423800","Census Tract 4238, Alameda County, California","281","85","null","null","25","29","null","null","20","null","23","null","44","48","null","null","14","null","22","null","8","12","null","null","10","15","null","null","13","20","null","null","38","null","48","null","99","66","null","null","10","16","null","null",
"1400000US06001423901","Census Tract 4239.01, Alameda County, California","531","65","null","null","32","20","null","null","57","null","29","null","45","25","null","null","67","null","38","null","7","9","null","null","63","40","null","null","50","37","null","null","30","null","25","null","143","54","null","null","37","40","null","null",
"1400000US06001423902","Census Tract 4239.02, Alameda County, California","495","52","null","null","0","12","null","null","64","null","27","null","79","40","null","null","64","null","35","null","40","20","null","null","65","31","null","null","39","20","null","null","47","null","30","null","89","49","null","null","8","10","null","null",
"1400000US06001424001","Census Tract 4240.01, Alameda County, California","1112","94","null","null","0","12","null","null","51","null","32","null","170","63","null","null","84","null","49","null","162","63","null","null","118","68","null","null","48","38","null","null","106","null","52","null","358","85","null","null","15","23","null","null",
"1400000US06001424002","Census Tract 4240.02, Alameda County, California","530","77","null","null","27","21","null","null","32","null","22","null","37","31","null","null","86","null","44","null","20","15","null","null","69","45","null","null","33","30","null","null","82","null","47","null","112","54","null","null","32","29","null","null",
"1400000US06001425101","Census Tract 4251.01, Alameda County, California","597","114","null","null","46","24","null","null","30","null","29","null","133","65","null","null","87","null","43","null","34","26","null","null","19","19","null","null","59","60","null","null","40","null","30","null","106","68","null","null","43","30","null","null",
"1400000US06001425102","Census Tract 4251.02, Alameda County, California","1221","125","null","null","55","38","null","null","210","null","89","null","92","58","null","null","106","null","52","null","121","62","null","null","92","57","null","null","46","33","null","null","70","null","40","null","331","111","null","null","98","65","null","null",
"1400000US06001425103","Census Tract 4251.03, Alameda County, California","851","125","null","null","27","24","null","null","26","null","24","null","200","89","null","null","206","null","96","null","61","61","null","null","91","44","null","null","50","36","null","null","66","null","37","null","96","51","null","null","28","31","null","null",
"1400000US06001425104","Census Tract 4251.04, Alameda County, California","1304","141","null","null","40","47","null","null","95","null","58","null","248","102","null","null","105","null","72","null","107","55","null","null","179","141","null","null","126","78","null","null","131","null","75","null","258","102","null","null","15","17","null","null",
"1400000US06001426100","Census Tract 4261, Alameda County, California","182","84","null","null","13","22","null","null","14","null","22","null","0","17","null","null","39","null","57","null","12","20","null","null","0","17","null","null","0","17","null","null","0","null","17","null","66","67","null","null","38","57","null","null",
"1400000US06001426200","Census Tract 4262, Alameda County, California","266","69","null","null","21","19","null","null","32","null","29","null","16","21","null","null","75","null","46","null","26","20","null","null","0","12","null","null","10","15","null","null","39","null","30","null","33","34","null","null","14","16","null","null",
"1400000US06001427100","Census Tract 4271, Alameda County, California","362","76","null","null","30","27","null","null","56","null","40","null","77","37","null","null","34","null","23","null","116","67","null","null","0","12","null","null","8","13","null","null","21","null","22","null","12","17","null","null","8","13","null","null",
"1400000US06001427200","Census Tract 4272, Alameda County, California","993","123","null","null","11","17","null","null","186","null","78","null","56","40","null","null","130","null","80","null","56","46","null","null","109","60","null","null","17","18","null","null","115","null","67","null","274","91","null","null","39","52","null","null",
"1400000US06001427300","Census Tract 4273, Alameda County, California","974","134","null","null","77","45","null","null","51","null","43","null","75","47","null","null","65","null","38","null","127","77","null","null","148","89","null","null","92","67","null","null","38","null","29","null","289","104","null","null","12","22","null","null",
"1400000US06001427600","Census Tract 4276, Alameda County, California","1543","114","null","null","26","34","null","null","65","null","53","null","101","58","null","null","226","null","90","null","145","66","null","null","133","77","null","null","86","51","null","null","161","null","74","null","572","142","null","null","28","27","null","null",
"1400000US06001427700","Census Tract 4277, Alameda County, California","1474","155","null","null","0","17","null","null","220","null","122","null","211","87","null","null","221","null","99","null","278","116","null","null","98","74","null","null","126","84","null","null","75","null","86","null","217","85","null","null","28","33","null","null",
"1400000US06001427800","Census Tract 4278, Alameda County, California","1190","145","null","null","32","39","null","null","208","null","111","null","167","95","null","null","206","null","104","null","188","104","null","null","187","109","null","null","90","53","null","null","0","null","12","null","83","55","null","null","29","44","null","null",
"1400000US06001427900","Census Tract 4279, Alameda County, California","1524","151","null","null","63","78","null","null","119","null","64","null","133","75","null","null","504","null","163","null","105","79","null","null","159","107","null","null","97","73","null","null","112","null","95","null","190","113","null","null","42","44","null","null",
"1400000US06001428000","Census Tract 4280, Alameda County, California","1173","95","null","null","72","39","null","null","176","null","81","null","195","106","null","null","179","null","70","null","86","57","null","null","103","64","null","null","30","26","null","null","54","null","46","null","270","112","null","null","8","12","null","null",
"1400000US06001428100","Census Tract 4281, Alameda County, California","914","137","null","null","17","18","null","null","34","null","33","null","117","63","null","null","161","null","80","null","66","38","null","null","70","43","null","null","77","52","null","null","125","null","66","null","230","103","null","null","17","19","null","null",
"1400000US06001428200","Census Tract 4282, Alameda County, California","1168","160","null","null","0","17","null","null","103","null","84","null","107","64","null","null","154","null","102","null","38","36","null","null","104","81","null","null","72","60","null","null","106","null","96","null","266","115","null","null","218","138","null","null",
"1400000US06001428301","Census Tract 4283.01, Alameda County, California","566","151","null","null","41","44","null","null","70","null","59","null","99","82","null","null","96","null","91","null","37","41","null","null","78","60","null","null","38","43","null","null","38","null","45","null","69","57","null","null","0","17","null","null",
"1400000US06001428302","Census Tract 4283.02, Alameda County, California","584","154","null","null","52","49","null","null","51","null","42","null","58","70","null","null","94","null","76","null","12","20","null","null","17","25","null","null","21","32","null","null","11","null","18","null","177","95","null","null","91","79","null","null",
"1400000US06001428400","Census Tract 4284, Alameda County, California","1360","107","null","null","22","20","null","null","195","null","74","null","266","95","null","null","208","null","93","null","79","45","null","null","136","61","null","null","94","50","null","null","82","null","58","null","217","80","null","null","61","40","null","null",
"1400000US06001428500","Census Tract 4285, Alameda County, California","924","114","null","null","40","35","null","null","63","null","38","null","143","59","null","null","137","null","65","null","94","52","null","null","65","45","null","null","25","27","null","null","70","null","48","null","213","76","null","null","74","55","null","null",
"1400000US06001428600","Census Tract 4286, Alameda County, California","735","92","null","null","11","17","null","null","44","null","37","null","85","53","null","null","106","null","51","null","141","79","null","null","101","48","null","null","64","67","null","null","83","null","75","null","69","41","null","null","31","30","null","null",
"1400000US06001428700","Census Tract 4287, Alameda County, California","849","92","null","null","39","29","null","null","31","null","26","null","57","38","null","null","101","null","67","null","95","58","null","null","57","44","null","null","53","35","null","null","84","null","49","null","152","71","null","null","180","70","null","null",
"1400000US06001430101","Census Tract 4301.01, Alameda County, California","288","132","null","null","0","17","null","null","0","null","17","null","103","93","null","null","0","null","17","null","15","24","null","null","24","28","null","null","0","17","null","null","21","null","31","null","105","79","null","null","20","33","null","null",
"1400000US06001430102","Census Tract 4301.02, Alameda County, California","143","40","null","null","22","15","null","null","19","null","21","null","0","12","null","null","8","null","10","null","45","37","null","null","0","12","null","null","6","9","null","null","13","null","20","null","10","11","null","null","20","20","null","null",
"1400000US06001430200","Census Tract 4302, Alameda County, California","135","73","null","null","0","17","null","null","0","null","17","null","23","34","null","null","39","null","47","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","53","49","null","null","20","23","null","null",
"1400000US06001430300","Census Tract 4303, Alameda County, California","241","92","null","null","0","12","null","null","7","null","15","null","44","51","null","null","52","null","35","null","21","24","null","null","13","19","null","null","0","12","null","null","0","null","12","null","95","77","null","null","9","12","null","null",
"1400000US06001430400","Census Tract 4304, Alameda County, California","73","41","null","null","17","25","null","null","22","null","32","null","6","10","null","null","5","null","7","null","12","13","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","11","12","null","null",
"1400000US06001430500","Census Tract 4305, Alameda County, California","767","158","null","null","0","17","null","null","20","null","31","null","50","54","null","null","61","null","51","null","83","69","null","null","92","71","null","null","146","86","null","null","61","null","68","null","222","110","null","null","32","50","null","null",
"1400000US06001430600","Census Tract 4306, Alameda County, California","437","179","null","null","27","45","null","null","7","null","13","null","0","17","null","null","15","null","20","null","14","21","null","null","151","143","null","null","0","17","null","null","4","null","12","null","185","133","null","null","34","43","null","null",
"1400000US06001430700","Census Tract 4307, Alameda County, California","313","89","null","null","0","12","null","null","36","null","37","null","23","36","null","null","72","null","69","null","92","56","null","null","11","17","null","null","22","21","null","null","0","null","12","null","51","33","null","null","6","9","null","null",
"1400000US06001430800","Census Tract 4308, Alameda County, California","971","211","null","null","0","17","null","null","86","null","66","null","42","48","null","null","228","null","179","null","144","108","null","null","112","85","null","null","62","71","null","null","104","null","88","null","129","74","null","null","64","68","null","null",
"1400000US06001430900","Census Tract 4309, Alameda County, California","1418","113","null","null","23","23","null","null","76","null","52","null","158","63","null","null","158","null","80","null","151","70","null","null","108","60","null","null","164","76","null","null","127","null","75","null","438","117","null","null","15","17","null","null",
"1400000US06001431000","Census Tract 4310, Alameda County, California","698","103","null","null","17","20","null","null","57","null","31","null","84","54","null","null","84","null","46","null","148","63","null","null","67","58","null","null","18","20","null","null","8","null","12","null","207","76","null","null","8","13","null","null",
"1400000US06001431100","Census Tract 4311, Alameda County, California","1069","73","null","null","5","10","null","null","85","null","64","null","128","54","null","null","153","null","61","null","68","38","null","null","97","64","null","null","58","46","null","null","142","null","74","null","309","84","null","null","24","28","null","null",
"1400000US06001431200","Census Tract 4312, Alameda County, California","1165","211","null","null","120","94","null","null","115","null","101","null","168","120","null","null","25","null","32","null","39","40","null","null","93","103","null","null","14","23","null","null","113","null","106","null","441","204","null","null","37","39","null","null",
"1400000US06001432100","Census Tract 4321, Alameda County, California","412","84","null","null","0","12","null","null","34","null","44","null","36","36","null","null","30","null","29","null","26","32","null","null","65","58","null","null","16","25","null","null","28","null","33","null","162","71","null","null","15","23","null","null",
"1400000US06001432200","Census Tract 4322, Alameda County, California","965","109","null","null","12","19","null","null","36","null","29","null","140","75","null","null","191","null","93","null","120","63","null","null","86","69","null","null","27","27","null","null","77","null","56","null","262","85","null","null","14","18","null","null",
